id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
3874.0,4161.0,2015-01-10 21:28:12,498.0,0.0,14.0,512.0,2485.02,0.0,113.68,2598.7
3875.0,4161.0,2015-02-08 06:08:29,488.0,43.0,13.0,544.0,2435.12,322.07,105.56,2862.75
3876.0,4161.0,2015-03-10 18:54:27,503.0,0.0,64.0,567.0,2509.97,0.0,519.68,3029.65
3877.0,4161.0,2015-04-09 20:15:24,498.0,0.0,0.0,498.0,2485.02,0.0,0.0,2485.02
3878.0,4161.0,2015-05-08 15:12:53,507.0,8.0,4.0,519.0,2529.93,59.92,32.48,2622.33
3879.0,4161.0,2015-06-07 13:53:52,502.0,7.0,26.0,535.0,2504.98,52.43,211.12,2768.53
3880.0,4161.0,2015-07-07 18:46:11,498.0,19.0,7.0,524.0,2485.02,142.31,56.84,2684.17
3881.0,4161.0,2015-08-05 00:51:13,501.0,10.0,13.0,524.0,2499.99,74.9,105.56,2680.45
3882.0,4161.0,2015-09-03 18:48:09,518.0,2.0,30.0,550.0,2584.82,14.98,243.6,2843.4
3883.0,4161.0,2015-10-03 07:23:55,505.0,0.0,22.0,527.0,2519.95,0.0,178.64,2698.59
3884.0,4161.0,2015-11-01 03:58:38,491.0,0.0,23.0,514.0,2450.09,0.0,186.76,2636.85
3885.0,4161.0,2015-11-30 19:57:08,525.0,32.0,6.0,563.0,2619.75,239.68,48.72,2908.15
3886.0,4161.0,2015-12-30 07:47:32,506.0,9.0,12.0,527.0,2524.94,67.41,97.44,2689.79
3887.0,4161.0,2016-01-28 15:24:05,564.0,0.0,16.0,580.0,2814.36,0.0,129.92,2944.28
3888.0,4161.0,2016-02-26 11:44:03,501.0,27.0,58.0,586.0,2499.99,202.23,470.96,3173.18
3889.0,4161.0,2016-03-27 13:57:38,509.0,1.0,61.0,571.0,2539.91,7.49,495.32,3042.72
3890.0,4161.0,2016-04-26 12:34:20,500.0,11.0,4.0,515.0,2495.0,82.39,32.48,2609.87
3891.0,4161.0,2016-05-26 17:56:04,491.0,7.0,5.0,503.0,2450.09,52.43,40.6,2543.12
3892.0,4161.0,2016-06-24 13:32:55,22591.0,13.0,6.0,22610.0,112729.09,97.37,48.72,112875.18
3893.0,4161.0,2016-07-23 16:39:45,508.0,0.0,1.0,509.0,2534.92,0.0,8.12,2543.04
3894.0,4161.0,2016-08-22 21:43:22,488.0,8.0,3.0,499.0,2435.12,59.92,24.36,2519.4
3895.0,4161.0,2016-09-21 04:29:27,158.0,0.0,0.0,158.0,788.42,0.0,0.0,788.42
3896.0,4161.0,2016-10-20 09:58:08,499.0,5.0,14.0,518.0,2490.01,37.45,113.68,2641.14
3897.0,4161.0,2016-11-19 09:36:36,485.0,8.0,17.0,510.0,2420.15,59.92,138.04,2618.11
3898.0,4161.0,2016-12-19 07:34:51,500.0,3.0,3.0,506.0,2495.0,22.47,24.36,2541.83
3899.0,4171.0,2016-01-31 17:14:27,528.0,6.0,77.0,611.0,2634.72,44.94,625.24,3304.9
3900.0,4171.0,2016-03-01 13:51:19,495.0,27.0,12.0,534.0,2470.05,202.23,97.44,2769.72
3901.0,4171.0,2016-03-30 00:27:29,163.0,7.0,9.0,179.0,813.37,52.43,73.08,938.88
3902.0,4171.0,2016-04-29 04:45:15,502.0,23.0,9.0,534.0,2504.98,172.27,73.08,2750.33
3903.0,4171.0,2016-05-29 12:42:21,502.0,11.0,8.0,521.0,2504.98,82.39,64.96,2652.33
3904.0,4171.0,2016-06-28 12:00:16,461.0,23.0,0.0,484.0,2300.39,172.27,0.0,2472.66
3905.0,4171.0,2016-07-27 05:51:27,475.0,12.0,0.0,487.0,2370.25,89.88,0.0,2460.13
3906.0,4171.0,2016-08-26 17:23:38,486.0,2.0,7.0,495.0,2425.14,14.98,56.84,2496.96
3907.0,4171.0,2016-09-25 02:19:46,554.0,4.0,15.0,573.0,2764.46,29.96,121.8,2916.22
3908.0,4171.0,2016-10-24 04:56:03,480.0,0.0,60.0,540.0,2395.2,0.0,487.2,2882.4
3909.0,4171.0,2016-11-22 15:06:53,515.0,0.0,40.0,555.0,2569.85,0.0,324.8,2894.65
3910.0,4171.0,2016-12-22 15:21:50,508.0,4.0,7.0,519.0,2534.92,29.96,56.84,2621.72
3911.0,4181.0,2015-05-09 01:15:34,500.0,17.0,20.0,537.0,2495.0,127.33,162.4,2784.73
3912.0,4181.0,2015-06-07 03:57:30,505.0,13.0,0.0,518.0,2519.95,97.37,0.0,2617.32
3913.0,4181.0,2015-07-07 16:12:06,415.0,22.0,12.0,449.0,2070.85,164.78,97.44,2333.07
3914.0,4181.0,2015-08-05 23:08:36,489.0,1.0,23.0,513.0,2440.11,7.49,186.76,2634.36
3915.0,4181.0,2015-09-04 19:18:28,517.0,16.0,18.0,551.0,2579.83,119.84,146.16,2845.83
3916.0,4181.0,2015-10-04 08:31:18,482.0,0.0,19.0,501.0,2405.18,0.0,154.28,2559.46
3917.0,4181.0,2015-11-03 23:46:57,510.0,132.0,0.0,642.0,2544.9,988.68,0.0,3533.58
3918.0,4181.0,2015-12-02 02:17:05,546.0,9.0,12.0,567.0,2724.54,67.41,97.44,2889.39
3919.0,4181.0,2015-12-31 15:11:15,490.0,8.0,15.0,513.0,2445.1,59.92,121.8,2626.82
3920.0,4181.0,2016-01-29 03:00:33,486.0,19.0,0.0,505.0,2425.14,142.31,0.0,2567.45
3921.0,4181.0,2016-02-27 20:38:37,493.0,13.0,6.0,512.0,2460.07,97.37,48.72,2606.16
3922.0,4181.0,2016-03-27 08:28:32,757.0,4.0,50.0,811.0,3777.43,29.96,406.0,4213.39
3923.0,4181.0,2016-04-25 04:03:54,534.0,131.0,0.0,665.0,2664.66,981.19,0.0,3645.85
3924.0,4181.0,2016-05-25 09:42:28,492.0,73.0,11.0,576.0,2455.08,546.77,89.32,3091.17
3925.0,4181.0,2016-06-24 07:29:33,506.0,5.0,14.0,525.0,2524.94,37.45,113.68,2676.07
3926.0,4181.0,2016-07-23 14:33:06,511.0,0.0,12.0,523.0,2549.89,0.0,97.44,2647.33
3927.0,4181.0,2016-08-22 00:24:20,518.0,11.0,11.0,540.0,2584.82,82.39,89.32,2756.53
3928.0,4181.0,2016-09-21 21:34:34,501.0,27.0,0.0,528.0,2499.99,202.23,0.0,2702.22
3929.0,4181.0,2016-10-21 18:17:21,547.0,13.0,39.0,599.0,2729.53,97.37,316.68,3143.58
3930.0,4181.0,2016-11-19 12:07:05,574.0,28.0,31.0,633.0,2864.26,209.72,251.72,3325.7
3931.0,4181.0,2016-12-19 18:12:05,493.0,11.0,13.0,517.0,2460.07,82.39,105.56,2648.02
3932.0,4191.0,2015-12-10 16:45:52,101.0,114.0,43.0,258.0,503.99,853.86,349.16,1707.01
3933.0,4191.0,2016-01-08 09:20:59,71.0,27.0,26.0,124.0,354.29,202.23,211.12,767.64
3934.0,4191.0,2016-02-07 14:58:48,100.0,35.0,30.0,165.0,499.0,262.15,243.6,1004.75
3935.0,4191.0,2016-03-07 07:44:04,578.0,20.0,19.0,617.0,2884.22,149.8,154.28,3188.3
3936.0,4191.0,2016-04-05 03:36:25,96.0,39.0,0.0,135.0,479.04,292.11,0.0,771.15
3937.0,4191.0,2016-05-04 12:33:42,23.0,19.0,5.0,47.0,114.77,142.31,40.6,297.68
3938.0,4191.0,2016-06-03 22:14:38,147.0,37.0,39.0,223.0,733.53,277.13,316.68,1327.34
3939.0,4201.0,2016-04-25 05:37:34,99.0,16.0,29.0,144.0,494.01,119.84,235.48,849.33
3940.0,4201.0,2016-05-25 11:27:46,36.0,16.0,21.0,73.0,179.64,119.84,170.52,470.0
3941.0,4201.0,2016-06-23 17:02:52,100.0,0.0,20.0,120.0,499.0,0.0,162.4,661.4
3942.0,4201.0,2016-07-23 23:53:10,97.0,1510.0,32.0,1639.0,484.03,11309.9,259.84,12053.77
3943.0,4201.0,2016-08-21 10:00:36,96.0,29.0,48.0,173.0,479.04,217.21,389.76,1086.01
3944.0,4201.0,2016-09-20 13:01:18,92.0,39.0,45.0,176.0,459.08,292.11,365.4,1116.59
3945.0,4201.0,2016-10-20 03:13:45,162.0,30.0,37.0,229.0,808.38,224.7,300.44,1333.52
3946.0,4201.0,2016-11-18 13:17:38,101.0,31.0,19.0,151.0,503.99,232.19,154.28,890.46
3947.0,4211.0,2013-12-12 09:48:16,95.0,0.0,32.0,127.0,474.05,0.0,259.84,733.89
3948.0,4211.0,2014-01-11 09:42:04,119.0,40.0,61.0,220.0,593.81,299.6,495.32,1388.73
3949.0,4211.0,2014-02-09 09:20:41,121.0,29.0,74.0,224.0,603.79,217.21,600.88,1421.88
3950.0,4211.0,2014-03-10 16:42:55,78.0,32.0,26.0,136.0,389.22,239.68,211.12,840.02
3951.0,4211.0,2014-04-09 16:13:42,96.0,29.0,36.0,161.0,479.04,217.21,292.32,988.57
3952.0,4211.0,2014-05-09 11:56:39,111.0,31.0,26.0,168.0,553.89,232.19,211.12,997.2
3953.0,4211.0,2014-06-07 09:56:54,115.0,23.0,35.0,173.0,573.85,172.27,284.2,1030.32
3954.0,4211.0,2014-07-06 16:03:10,123.0,102.0,64.0,289.0,613.77,763.98,519.68,1897.43
3955.0,4211.0,2014-08-04 15:05:32,82.0,0.0,35.0,117.0,409.18,0.0,284.2,693.38
3956.0,4211.0,2014-09-02 21:01:45,132.0,43.0,27.0,202.0,658.68,322.07,219.24,1199.99
3957.0,4211.0,2014-10-01 13:19:41,63.0,7.0,31.0,101.0,314.37,52.43,251.72,618.52
3958.0,4211.0,2014-10-31 15:56:55,103.0,10.0,32.0,145.0,513.97,74.9,259.84,848.71
3959.0,4211.0,2014-11-29 17:06:08,101.0,15.0,26.0,142.0,503.99,112.35,211.12,827.46
3960.0,4211.0,2014-12-29 22:37:31,96.0,19.0,16.0,131.0,479.04,142.31,129.92,751.27
3961.0,4211.0,2015-01-28 08:28:01,85.0,35.0,49.0,169.0,424.15,262.15,397.88,1084.18
3962.0,4211.0,2015-02-27 20:25:06,88.0,24.0,29.0,141.0,439.12,179.76,235.48,854.36
3963.0,4211.0,2015-03-30 00:05:30,114.0,14281.0,0.0,14395.0,568.86,106964.69,0.0,107533.55
3964.0,4211.0,2015-04-28 00:18:31,115.0,35.0,0.0,150.0,573.85,262.15,0.0,836.0
3965.0,4211.0,2015-05-28 06:00:52,109.0,34.0,31.0,174.0,543.91,254.66,251.72,1050.29
3966.0,4211.0,2015-06-27 21:34:16,105.0,9.0,207.0,321.0,523.95,67.41,1680.84,2272.2
3967.0,4211.0,2015-07-26 14:08:34,104.0,190.0,15.0,309.0,518.96,1423.1,121.8,2063.86
3968.0,4211.0,2015-08-25 23:20:37,110.0,32.0,34.0,176.0,548.9,239.68,276.08,1064.66
3969.0,4211.0,2015-09-24 14:55:42,110.0,19.0,34.0,163.0,548.9,142.31,276.08,967.29
3970.0,4211.0,2015-10-24 01:59:58,67.0,34.0,0.0,101.0,334.33,254.66,0.0,588.99
3971.0,4211.0,2015-11-22 12:28:04,101.0,10.0,42.0,153.0,503.99,74.9,341.04,919.93
3972.0,4211.0,2015-12-21 09:02:30,80.0,51.0,26.0,157.0,399.2,381.99,211.12,992.31
3973.0,4211.0,2016-02-18 05:52:25,115.0,42.0,22.0,179.0,573.85,314.58,178.64,1067.07
3974.0,4211.0,2016-03-19 22:49:47,106.0,63.0,59.0,228.0,528.94,471.87,479.08,1479.89
3975.0,4211.0,2016-05-17 23:20:10,103.0,27.0,0.0,130.0,513.97,202.23,0.0,716.2
3976.0,4211.0,2016-06-15 04:19:35,95.0,29.0,33.0,157.0,474.05,217.21,267.96,959.22
3977.0,4211.0,2016-07-14 08:17:30,104.0,33.0,27.0,164.0,518.96,247.17,219.24,985.37
3978.0,4211.0,2016-08-13 08:40:44,109.0,76.0,41.0,226.0,543.91,569.24,332.92,1446.07
3979.0,4211.0,2016-09-12 03:25:59,88.0,12.0,0.0,100.0,439.12,89.88,0.0,529.0
3980.0,4221.0,2016-11-03 02:50:15,120.0,0.0,0.0,120.0,598.8,0.0,0.0,598.8
3981.0,4221.0,2016-12-02 08:28:03,149.0,0.0,22.0,171.0,743.51,0.0,178.64,922.15
3982.0,4221.0,2016-12-31 23:09:36,160.0,5.0,0.0,165.0,798.4,37.45,0.0,835.85
3983.0,4231.0,2015-09-08 02:58:46,0.0,44.0,48.0,92.0,0.0,329.56,389.76,719.32
3984.0,4231.0,2015-10-08 11:33:59,286.0,40.0,4.0,330.0,1427.14,299.6,32.48,1759.22
3985.0,4231.0,2015-11-06 03:33:59,314.0,19.0,4.0,337.0,1566.86,142.31,32.48,1741.65
3986.0,4231.0,2015-12-05 14:42:06,280.0,0.0,20.0,300.0,1397.2,0.0,162.4,1559.6
3987.0,4231.0,2016-01-04 00:13:13,212.0,22.0,0.0,234.0,1057.88,164.78,0.0,1222.66
3988.0,4231.0,2016-02-01 06:39:21,307.0,57.0,7.0,371.0,1531.93,426.93,56.84,2015.7
3989.0,4231.0,2016-03-02 14:16:50,303.0,17.0,0.0,320.0,1511.97,127.33,0.0,1639.3
3990.0,4231.0,2016-04-01 23:28:02,303.0,33.0,20.0,356.0,1511.97,247.17,162.4,1921.54
3991.0,4231.0,2016-04-30 09:38:58,256.0,87.0,23.0,366.0,1277.44,651.63,186.76,2115.83
3992.0,4231.0,2016-05-30 11:28:42,0.0,8.0,22.0,30.0,0.0,59.92,178.64,238.56
3993.0,4231.0,2016-06-29 10:05:31,298.0,24.0,72.0,394.0,1487.02,179.76,584.64,2251.42
3994.0,4231.0,2016-07-29 08:20:01,300.0,29.0,11.0,340.0,1497.0,217.21,89.32,1803.53
3995.0,4231.0,2016-08-28 21:08:53,314.0,32.0,33.0,379.0,1566.86,239.68,267.96,2074.5
3996.0,4231.0,2016-09-27 21:02:58,288.0,25.0,15.0,328.0,1437.12,187.25,121.8,1746.17
3997.0,4231.0,2016-10-27 01:13:14,311.0,31.0,19.0,361.0,1551.89,232.19,154.28,1938.36
3998.0,4231.0,2016-11-25 23:42:10,291.0,17.0,0.0,308.0,1452.09,127.33,0.0,1579.42
3999.0,4231.0,2016-12-25 00:37:58,292.0,31.0,30.0,353.0,1457.08,232.19,243.6,1932.87
4000.0,4241.0,2014-06-26 04:07:10,499.0,0.0,0.0,499.0,2490.01,0.0,0.0,2490.01
4001.0,4241.0,2014-07-25 09:57:31,497.0,0.0,0.0,497.0,2480.03,0.0,0.0,2480.03
4002.0,4241.0,2014-08-23 18:41:10,490.0,3.0,2.0,495.0,2445.1,22.47,16.24,2483.81
4003.0,4241.0,2014-09-21 06:09:41,470.0,0.0,0.0,470.0,2345.3,0.0,0.0,2345.3
4004.0,4241.0,2014-10-21 21:07:19,498.0,1.0,0.0,499.0,2485.02,7.49,0.0,2492.51
4005.0,4241.0,2014-11-20 11:54:30,502.0,142.0,0.0,644.0,2504.98,1063.58,0.0,3568.56
4006.0,4241.0,2014-12-20 12:10:28,512.0,0.0,21.0,533.0,2554.88,0.0,170.52,2725.4
4007.0,4241.0,2015-01-18 15:18:37,506.0,7.0,0.0,513.0,2524.94,52.43,0.0,2577.37
4008.0,4241.0,2015-02-17 19:31:25,519.0,7.0,7.0,533.0,2589.81,52.43,56.84,2699.08
4009.0,4251.0,2016-06-05 01:36:42,626.0,15.0,0.0,641.0,3123.74,112.35,0.0,3236.09
4010.0,4251.0,2016-07-04 12:34:49,498.0,6.0,2.0,506.0,2485.02,44.94,16.24,2546.2
4011.0,4251.0,2016-08-02 00:53:28,679.0,36.0,5.0,720.0,3388.21,269.64,40.6,3698.45
4012.0,4251.0,2016-09-01 02:32:51,503.0,13.0,32.0,548.0,2509.97,97.37,259.84,2867.18
4013.0,4251.0,2016-09-30 13:31:53,503.0,39.0,0.0,542.0,2509.97,292.11,0.0,2802.08
4014.0,4251.0,2016-10-29 12:04:06,483.0,12.0,0.0,495.0,2410.17,89.88,0.0,2500.05
4015.0,4251.0,2016-11-27 15:17:06,520.0,21.0,7.0,548.0,2594.8,157.29,56.84,2808.93
4016.0,4251.0,2016-12-26 08:53:24,521.0,16.0,28262.0,28799.0,2599.79,119.84,229487.44,232207.07
4017.0,4261.0,2016-08-04 10:38:17,301.0,26.0,0.0,327.0,1501.99,194.74,0.0,1696.73
4018.0,4261.0,2016-09-03 21:01:36,306.0,52.0,25.0,383.0,1526.94,389.48,203.0,2119.42
4019.0,4261.0,2016-10-03 07:51:37,304.0,57.0,3.0,364.0,1516.96,426.93,24.36,1968.25
4020.0,4261.0,2016-11-02 21:45:16,248.0,43.0,25.0,316.0,1237.52,322.07,203.0,1762.59
4021.0,4261.0,2016-12-02 12:53:42,314.0,62.0,12.0,388.0,1566.86,464.38,97.44,2128.68
4022.0,4261.0,2016-12-31 11:36:03,323.0,16.0,30.0,369.0,1611.77,119.84,243.6,1975.21
4023.0,4271.0,2014-12-14 20:24:35,488.0,35.0,32.0,555.0,2435.12,262.15,259.84,2957.11
4024.0,4271.0,2015-01-13 04:32:02,280.0,2.0,54.0,336.0,1397.2,14.98,438.48,1850.66
4025.0,4271.0,2015-02-12 02:29:54,283.0,30.0,0.0,313.0,1412.17,224.7,0.0,1636.87
4026.0,4271.0,2015-03-14 13:36:41,311.0,21.0,17.0,349.0,1551.89,157.29,138.04,1847.22
4027.0,4271.0,2015-04-12 18:12:42,257.0,48.0,33.0,338.0,1282.43,359.52,267.96,1909.91
4028.0,4271.0,2015-05-11 08:48:50,0.0,3.0,25.0,28.0,0.0,22.47,203.0,225.47
4029.0,4271.0,2015-06-10 08:39:58,480.0,1032.0,0.0,1512.0,2395.2,7729.68,0.0,10124.88
4030.0,4271.0,2015-07-10 23:07:14,349.0,26.0,0.0,375.0,1741.51,194.74,0.0,1936.25
4031.0,4271.0,2015-08-09 18:10:51,286.0,35.0,13.0,334.0,1427.14,262.15,105.56,1794.85
4032.0,4271.0,2015-09-08 17:10:32,298.0,27.0,25.0,350.0,1487.02,202.23,203.0,1892.25
4033.0,4271.0,2015-10-07 07:36:29,288.0,25.0,40.0,353.0,1437.12,187.25,324.8,1949.17
4034.0,4271.0,2015-11-05 04:24:57,343.0,26.0,9.0,378.0,1711.57,194.74,73.08,1979.39
4035.0,4271.0,2015-12-05 21:22:38,254.0,14.0,16.0,284.0,1267.46,104.86,129.92,1502.24
4036.0,4271.0,2016-01-04 09:47:08,301.0,39.0,0.0,340.0,1501.99,292.11,0.0,1794.1
4037.0,4271.0,2016-02-02 14:14:49,304.0,38.0,71.0,413.0,1516.96,284.62,576.52,2378.1
4038.0,4271.0,2016-03-03 09:13:19,289.0,0.0,24.0,313.0,1442.11,0.0,194.88,1636.99
4039.0,4271.0,2016-04-01 16:51:01,300.0,19.0,25.0,344.0,1497.0,142.31,203.0,1842.31
4040.0,4271.0,2016-05-01 03:35:32,312.0,42.0,39.0,393.0,1556.88,314.58,316.68,2188.14
4041.0,4271.0,2016-05-30 13:46:54,268.0,25.0,46.0,339.0,1337.32,187.25,373.52,1898.09
4042.0,4271.0,2016-06-28 15:34:56,320.0,30.0,16.0,366.0,1596.8,224.7,129.92,1951.42
4043.0,4271.0,2016-07-27 02:25:53,297.0,11.0,23.0,331.0,1482.03,82.39,186.76,1751.18
4044.0,4271.0,2016-08-25 09:41:59,301.0,29.0,23.0,353.0,1501.99,217.21,186.76,1905.96
4045.0,4271.0,2016-09-23 02:12:11,297.0,30.0,18.0,345.0,1482.03,224.7,146.16,1852.89
4046.0,4271.0,2016-10-22 09:11:35,446.0,0.0,20.0,466.0,2225.54,0.0,162.4,2387.94
4047.0,4271.0,2016-11-20 06:10:00,298.0,21.0,1.0,320.0,1487.02,157.29,8.12,1652.43
4048.0,4271.0,2016-12-20 20:28:46,272.0,21.0,0.0,293.0,1357.28,157.29,0.0,1514.57
4049.0,4281.0,2016-01-04 12:29:17,286.0,0.0,19.0,305.0,1427.14,0.0,154.28,1581.42
4050.0,4281.0,2016-02-02 07:42:36,304.0,153.0,19.0,476.0,1516.96,1145.97,154.28,2817.21
4051.0,4281.0,2016-03-02 17:18:37,340.0,32.0,37.0,409.0,1696.6,239.68,300.44,2236.72
4052.0,4281.0,2016-03-31 22:14:43,229.0,87.0,8.0,324.0,1142.71,651.63,64.96,1859.3
4053.0,4281.0,2016-04-30 06:08:09,293.0,21.0,20.0,334.0,1462.07,157.29,162.4,1781.76
4054.0,4281.0,2016-05-29 04:22:07,302.0,31.0,78.0,411.0,1506.98,232.19,633.36,2372.53
4055.0,4281.0,2016-06-27 10:09:49,329.0,33.0,26.0,388.0,1641.71,247.17,211.12,2100.0
4056.0,4281.0,2016-07-27 13:51:30,298.0,17.0,40.0,355.0,1487.02,127.33,324.8,1939.15
4057.0,4281.0,2016-08-26 17:11:37,314.0,0.0,9.0,323.0,1566.86,0.0,73.08,1639.94
4058.0,4281.0,2016-09-25 23:20:32,304.0,36.0,940.0,1280.0,1516.96,269.64,7632.8,9419.4
4059.0,4281.0,2016-10-24 08:04:52,293.0,1.0,0.0,294.0,1462.07,7.49,0.0,1469.56
4060.0,4281.0,2016-11-22 16:18:09,353.0,26.0,8.0,387.0,1761.47,194.74,64.96,2021.17
4061.0,4281.0,2016-12-21 09:04:36,302.0,35.0,46.0,383.0,1506.98,262.15,373.52,2142.65
4062.0,4291.0,2013-12-28 18:36:42,297.0,53.0,5.0,355.0,1482.03,396.97,40.6,1919.6
4063.0,4291.0,2014-01-26 19:28:18,289.0,35.0,13.0,337.0,1442.11,262.15,105.56,1809.82
4064.0,4291.0,2014-03-26 23:14:26,290.0,4.0,32.0,326.0,1447.1,29.96,259.84,1736.9
4065.0,4291.0,2014-04-24 07:34:16,435.0,0.0,2.0,437.0,2170.65,0.0,16.24,2186.89
4066.0,4291.0,2014-05-24 17:04:08,288.0,32.0,2.0,322.0,1437.12,239.68,16.24,1693.04
4067.0,4291.0,2014-06-22 07:49:21,298.0,34.0,24.0,356.0,1487.02,254.66,194.88,1936.56
4068.0,4291.0,2014-07-22 08:55:46,285.0,21.0,22.0,328.0,1422.15,157.29,178.64,1758.08
4069.0,4291.0,2014-08-21 16:27:16,354.0,14.0,73.0,441.0,1766.46,104.86,592.76,2464.08
4070.0,4291.0,2014-09-20 23:49:23,291.0,35.0,19.0,345.0,1452.09,262.15,154.28,1868.52
4071.0,4291.0,2014-10-19 15:56:38,296.0,28.0,0.0,324.0,1477.04,209.72,0.0,1686.76
4072.0,4291.0,2014-11-17 13:03:49,350.0,25.0,0.0,375.0,1746.5,187.25,0.0,1933.75
4073.0,4291.0,2014-12-16 09:59:52,301.0,0.0,0.0,301.0,1501.99,0.0,0.0,1501.99
4074.0,4291.0,2015-01-15 06:14:31,167.0,43.0,23.0,233.0,833.33,322.07,186.76,1342.16
4075.0,4291.0,2015-02-13 01:12:53,493.0,33.0,14.0,540.0,2460.07,247.17,113.68,2820.92
4076.0,4291.0,2015-03-15 04:16:19,261.0,154.0,111.0,526.0,1302.39,1153.46,901.32,3357.17
4077.0,4291.0,2015-04-13 02:53:38,298.0,17.0,19.0,334.0,1487.02,127.33,154.28,1768.63
4078.0,4291.0,2015-05-12 22:47:41,302.0,33.0,37.0,372.0,1506.98,247.17,300.44,2054.59
4079.0,4291.0,2015-06-10 05:04:35,302.0,30.0,22.0,354.0,1506.98,224.7,178.64,1910.32
4080.0,4291.0,2015-07-10 04:41:58,295.0,28.0,40.0,363.0,1472.05,209.72,324.8,2006.57
4081.0,4291.0,2015-08-09 17:47:52,302.0,416.0,11.0,729.0,1506.98,3115.84,89.32,4712.14
4082.0,4291.0,2015-09-07 18:09:21,289.0,0.0,29.0,318.0,1442.11,0.0,235.48,1677.59
4083.0,4291.0,2015-10-07 09:11:04,315.0,9.0,5.0,329.0,1571.85,67.41,40.6,1679.86
4084.0,4291.0,2015-11-06 19:44:50,313.0,42.0,13.0,368.0,1561.87,314.58,105.56,1982.01
4085.0,4291.0,2015-12-05 12:05:04,304.0,0.0,28.0,332.0,1516.96,0.0,227.36,1744.32
4086.0,4291.0,2016-01-04 21:29:00,309.0,65.0,18.0,392.0,1541.91,486.85,146.16,2174.92
4087.0,4291.0,2016-02-03 13:21:35,308.0,44.0,29.0,381.0,1536.92,329.56,235.48,2101.96
4088.0,4291.0,2016-03-04 16:12:57,291.0,55.0,3.0,349.0,1452.09,411.95,24.36,1888.4
4089.0,4291.0,2016-04-03 02:30:29,290.0,77.0,14.0,381.0,1447.1,576.73,113.68,2137.51
4090.0,4291.0,2016-05-02 10:07:12,308.0,0.0,0.0,308.0,1536.92,0.0,0.0,1536.92
4091.0,4291.0,2016-06-01 13:58:04,299.0,34.0,16.0,349.0,1492.01,254.66,129.92,1876.59
4092.0,4291.0,2016-06-30 21:03:38,265.0,21.0,12.0,298.0,1322.35,157.29,97.44,1577.08
4093.0,4291.0,2016-08-29 21:10:50,186.0,14.0,14.0,214.0,928.14,104.86,113.68,1146.68
4094.0,4291.0,2016-09-27 18:49:08,276.0,32.0,18.0,326.0,1377.24,239.68,146.16,1763.08
4095.0,4291.0,2016-10-27 01:56:32,357.0,45.0,29.0,431.0,1781.43,337.05,235.48,2353.96
4096.0,4291.0,2016-11-26 16:52:56,364.0,20.0,18.0,402.0,1816.36,149.8,146.16,2112.32
4097.0,4291.0,2016-12-26 19:09:46,264.0,45.0,80.0,389.0,1317.36,337.05,649.6,2304.01
4098.0,4301.0,2016-03-26 20:17:34,273.0,22.0,6.0,301.0,1362.27,164.78,48.72,1575.77
4099.0,4301.0,2016-04-24 05:19:15,298.0,27.0,16.0,341.0,1487.02,202.23,129.92,1819.17
4100.0,4301.0,2016-05-24 09:06:09,202.0,68.0,31.0,301.0,1007.98,509.32,251.72,1769.02
4101.0,4301.0,2016-06-23 05:21:53,291.0,66.0,20.0,377.0,1452.09,494.34,162.4,2108.83
4102.0,4301.0,2016-07-23 00:12:53,296.0,33.0,9.0,338.0,1477.04,247.17,73.08,1797.29
4103.0,4301.0,2016-08-20 03:33:49,292.0,29.0,15.0,336.0,1457.08,217.21,121.8,1796.09
4104.0,4301.0,2016-09-19 11:00:06,310.0,47.0,68.0,425.0,1546.9,352.03,552.16,2451.09
4105.0,4301.0,2016-10-19 13:39:27,310.0,21.0,20.0,351.0,1546.9,157.29,162.4,1866.59
4106.0,4301.0,2016-11-17 12:22:41,294.0,55.0,51.0,400.0,1467.06,411.95,414.12,2293.13
4107.0,4301.0,2016-12-16 12:34:09,302.0,0.0,0.0,302.0,1506.98,0.0,0.0,1506.98
4108.0,4311.0,2013-12-04 04:53:25,528.0,10.0,0.0,538.0,2634.72,74.9,0.0,2709.62
4109.0,4311.0,2014-01-02 03:02:01,693.0,9.0,12.0,714.0,3458.07,67.41,97.44,3622.92
4110.0,4311.0,2014-02-01 02:40:49,496.0,58.0,25.0,579.0,2475.04,434.42,203.0,3112.46
4111.0,4311.0,2014-03-02 20:00:29,515.0,7.0,61.0,583.0,2569.85,52.43,495.32,3117.6
4112.0,4311.0,2014-03-31 15:19:48,494.0,0.0,114.0,608.0,2465.06,0.0,925.68,3390.74
4113.0,4311.0,2014-04-30 00:44:45,504.0,54.0,17.0,575.0,2514.96,404.46,138.04,3057.46
4114.0,4311.0,2014-05-29 04:16:37,483.0,11.0,4.0,498.0,2410.17,82.39,32.48,2525.04
4115.0,4311.0,2014-06-27 05:10:08,477.0,0.0,29.0,506.0,2380.23,0.0,235.48,2615.71
4116.0,4311.0,2014-07-27 04:01:47,492.0,11.0,11.0,514.0,2455.08,82.39,89.32,2626.79
4117.0,4311.0,2014-08-25 07:54:13,488.0,197.0,0.0,685.0,2435.12,1475.53,0.0,3910.65
4118.0,4311.0,2014-09-23 12:25:12,511.0,14.0,20.0,545.0,2549.89,104.86,162.4,2817.15
